trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2358,False,"{'a': 0.9, 'e': 0.09460925260909793}",20,0,10.165193329515866,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2359,False,"{'a': 0.9, 'e': 0.09451469064535088}",20,6,6.156688660416567,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2360,False,"{'a': 0.9, 'e': 0.09442022319630235}",20,8,23.184929082969248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.9, 'e': 0.09432585016748485}",30,22,15.952862440613274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.9, 'e': 0.0942315714645254}",25,10,23.77047883935879,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.9, 'e': 0.09413738699314529}",25,6,35.600350597343656,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.9, 'e': 0.09404329665916}",25,8,19.269389187558502,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2365,False,"{'a': 0.9, 'e': 0.09394930036847918}",35,9,48.920894730483646,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2366,False,"{'a': 0.9, 'e': 0.09385539802710659}",30,18,24.75885245153672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.9, 'e': 0.09376158954113986}",25,12,24.327653679598885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.9, 'e': 0.09366787481677047}",25,13,-15.243638302712636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2369,False,"{'a': 0.9, 'e': 0.09357425376028367}",25,0,12.594277095725094,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
2370,False,"{'a': 0.9, 'e': 0.09348072627805847}",25,10,18.065276581485893,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2371,False,"{'a': 0.9, 'e': 0.09338729227656732}",20,11,20.280264557467756,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.9, 'e': 0.09329395166237625}",25,12,25.716428538012472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.9, 'e': 0.09320070434214457}",20,9,20.318268203139947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.9, 'e': 0.09310755022262504}",20,11,8.030861280791203,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2375,False,"{'a': 0.9, 'e': 0.09301448921066349}",25,11,23.317045326334963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.9, 'e': 0.0929215212131989}",25,11,16.2127989034149,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2377,False,"{'a': 0.9, 'e': 0.09282864613726323}",25,7,36.39949759094258,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.9, 'e': 0.09273586388998147}",20,6,-34.74216726191943,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
2379,False,"{'a': 0.9, 'e': 0.09264317437857132}",25,17,14.013505327537235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.9, 'e': 0.09255057751034329}",30,10,35.37052506829632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2381,False,"{'a': 0.9, 'e': 0.09245807319270043}",30,18,25.28932488904903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2382,False,"{'a': 0.9, 'e': 0.0923656613331385}",20,6,17.735820041875577,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.9, 'e': 0.09227334183924561}",30,22,17.931680900779234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2384,False,"{'a': 0.9, 'e': 0.09218111461870225}",25,0,40.11614860721165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2385,False,"{'a': 0.9, 'e': 0.09208897957928115}",20,13,14.667734999122198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.9, 'e': 0.09199693662884734}",25,15,5.887960379457104,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2387,False,"{'a': 0.9, 'e': 0.09190498567535783}",30,20,9.694919004548693,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2388,False,"{'a': 0.9, 'e': 0.09181312662686165}",25,13,8.845640872164488,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2389,False,"{'a': 0.9, 'e': 0.09172135939149971}",35,26,17.78908740721513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.9, 'e': 0.09162968387750484}",30,12,8.866663263438182,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2391,False,"{'a': 0.9, 'e': 0.09153809999320149}",25,14,9.588377419497128,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2392,False,"{'a': 0.9, 'e': 0.09144660764700575}",20,13,-23.67986353837317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
2393,False,"{'a': 0.9, 'e': 0.09135520674742525}",25,17,15.154774030840747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.9, 'e': 0.09126389720305915}",20,5,24.653704188808476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2395,False,"{'a': 0.9, 'e': 0.09117267892259785}",25,20,11.407425926145226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.9, 'e': 0.09108155181482308}",35,18,18.120515416031648,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2397,False,"{'a': 0.9, 'e': 0.09099051578860767}",30,20,21.057264831781747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.9, 'e': 0.09089957075291567}",20,7,23.245974643456094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.9, 'e': 0.090808716616802}",20,11,3.59966428680067,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2400,False,"{'a': 0.9, 'e': 0.09071795328941251}",20,11,11.69424133050561,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.9, 'e': 0.09062728067998384}",30,15,15.338283175945358,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2402,False,"{'a': 0.9, 'e': 0.09053669869784343}",20,13,14.12291949159688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.9, 'e': 0.09044620725240926}",25,15,19.067407170604476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2404,False,"{'a': 0.9, 'e': 0.0903558062531899}",20,10,-6.0397456940147904,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2405,False,"{'a': 0.9, 'e': 0.09026549560978427}",25,2,34.186132116211255,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.9, 'e': 0.0901752752318818}",20,0,18.128290514623774,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2407,False,"{'a': 0.9, 'e': 0.0900851450292621}",30,6,42.84758009543689,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2408,False,"{'a': 0.9, 'e': 0.08999510491179491}",30,19,22.220657885670228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.9, 'e': 0.08990515478944011}",20,16,7.3407234315977306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2410,False,"{'a': 0.9, 'e': 0.08981529457224763}",25,15,18.346501227607025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2411,False,"{'a': 0.9, 'e': 0.0897255241703572}",20,12,14.155415283284636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2412,False,"{'a': 0.9, 'e': 0.08963584349399842}",20,7,20.418000484918334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2413,False,"{'a': 0.9, 'e': 0.08954625245349057}",20,6,-22.078705611057252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2414,False,"{'a': 0.9, 'e': 0.08945675095924267}",25,11,15.235238565792264,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2415,False,"{'a': 0.9, 'e': 0.08936733892175319}",20,8,23.447419450174074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2416,False,"{'a': 0.9, 'e': 0.08927801625161007}",20,13,-25.338248775182006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
2417,False,"{'a': 0.9, 'e': 0.08918878285949061}",20,12,4.938672673371856,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2418,False,"{'a': 0.9, 'e': 0.08909963865616147}",20,4,12.203372809118157,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2419,False,"{'a': 0.9, 'e': 0.08901058355247843}",30,14,23.277172111021052,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.9, 'e': 0.08892161745938634}",20,10,10.348610433326083,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2421,False,"{'a': 0.9, 'e': 0.08883274028791908}",25,9,28.41522680478381,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2422,False,"{'a': 0.9, 'e': 0.08874395194919957}",25,13,21.035222542144794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2423,False,"{'a': 0.9, 'e': 0.08865525235443938}",30,6,39.746649287432604,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2424,False,"{'a': 0.9, 'e': 0.08856664141493896}",35,8,44.472674002126546,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2425,False,"{'a': 0.9, 'e': 0.08847811904208727}",20,2,28.645781364758765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.9, 'e': 0.08838968514736205}",25,18,11.626008157647806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.9, 'e': 0.08830133964232935}",20,6,23.634872830024808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2428,False,"{'a': 0.9, 'e': 0.08821308243864363}",30,17,24.504524881581855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.9, 'e': 0.08812491344804767}",20,10,0.5948429287542321,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2430,False,"{'a': 0.9, 'e': 0.08803683258237255}",20,10,15.739884619766038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2431,False,"{'a': 0.9, 'e': 0.08794883975353733}",25,14,10.634322659699528,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2432,False,"{'a': 0.9, 'e': 0.0878609348735492}",25,14,6.734789187151566,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2433,False,"{'a': 0.9, 'e': 0.08777311785450327}",25,9,8.210568743539566,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2434,False,"{'a': 0.9, 'e': 0.08768538860858248}",30,17,25.32924920924612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.9, 'e': 0.08759774704805763}",20,16,5.408593941896751,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.9, 'e': 0.08751019308528712}",30,18,10.638330302857481,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2437,False,"{'a': 0.9, 'e': 0.08742272663271701}",25,12,20.89061297388253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2438,False,"{'a': 0.9, 'e': 0.08733534760288077}",30,19,19.103489295559832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.9, 'e': 0.08724805590839944}",25,5,13.994608045730736,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
2440,False,"{'a': 0.9, 'e': 0.0871608514619813}",30,22,16.298442252592515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2441,False,"{'a': 0.9, 'e': 0.08707373417642188}",30,14,25.019296426737917,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2442,False,"{'a': 0.9, 'e': 0.08698670396460385}",20,14,12.170651055941686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2443,False,"{'a': 0.9, 'e': 0.08689976073949708}",20,0,21.641581355925595,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2444,False,"{'a': 0.9, 'e': 0.08681290441415829}",20,14,12.92797785399539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.9, 'e': 0.08672613490173114}",20,14,10.96512084066388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2446,False,"{'a': 0.9, 'e': 0.0866394521154461}",30,13,-66.49874219416469,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
2447,False,"{'a': 0.9, 'e': 0.08655285596862042}",20,13,14.81612349321869,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2448,False,"{'a': 0.9, 'e': 0.08646634637465792}",25,15,3.250020478747132,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.9, 'e': 0.086379923247049}",25,17,-26.42920965744989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2450,False,"{'a': 0.9, 'e': 0.0862935864993705}",20,9,7.4773194055705465,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2451,False,"{'a': 0.9, 'e': 0.08620733604528572}",20,2,28.62554783954397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2452,False,"{'a': 0.9, 'e': 0.08612117179854416}",20,9,18.333320989692893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2453,False,"{'a': 0.9, 'e': 0.08603509367298158}",25,13,20.592615003432414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2454,False,"{'a': 0.9, 'e': 0.08594910158251981}",30,20,18.515704345994813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2455,False,"{'a': 0.9, 'e': 0.08586319544116683}",30,15,3.307410773780238,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2456,False,"{'a': 0.9, 'e': 0.08577737516301644}",25,6,18.70464821371428,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2457,False,"{'a': 0.9, 'e': 0.08569164066224835}",20,9,-20.116103759531796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2458,False,"{'a': 0.9, 'e': 0.08560599185312803}",30,19,22.824622382464383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2459,False,"{'a': 0.9, 'e': 0.08552042865000674}",30,12,33.58544870292072,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2460,False,"{'a': 0.9, 'e': 0.08543495096732123}",25,15,-2.0302655452082563,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2461,False,"{'a': 0.9, 'e': 0.08534955871959381}",20,8,23.671842186627085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,False,"{'a': 0.9, 'e': 0.08526425182143217}",25,12,3.269233409847417,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
2463,False,"{'a': 0.9, 'e': 0.0851790301875295}",25,15,18.743431746110698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2464,False,"{'a': 0.9, 'e': 0.08509389373266411}",20,11,3.252957746911879,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2465,False,"{'a': 0.9, 'e': 0.08500884237169956}",25,0,30.186826732693635,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
2466,False,"{'a': 0.9, 'e': 0.08492387601958441}",25,17,14.597484775012381,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2467,False,"{'a': 0.9, 'e': 0.08483899459135241}",30,17,9.822951960375509,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2468,False,"{'a': 0.9, 'e': 0.08475419800212207}",20,8,10.074332650836295,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2469,False,"{'a': 0.9, 'e': 0.08466948616709678}",20,7,27.05284728997846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2470,False,"{'a': 0.9, 'e': 0.08458485900156469}",20,8,10.176017999669778,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2471,False,"{'a': 0.9, 'e': 0.08450031642089868}",25,17,5.229424067611664,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2472,False,"{'a': 0.9, 'e': 0.08441585834055614}",25,8,32.44972142270497,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2473,False,"{'a': 0.9, 'e': 0.08433148467607897}",20,14,9.03469045652492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2474,False,"{'a': 0.9, 'e': 0.08424719534309347}",20,4,-28.98092615851658,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
2475,False,"{'a': 0.9, 'e': 0.08416299025731036}",20,14,0.09972429064046051,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2476,False,"{'a': 0.9, 'e': 0.08407886933452453}",20,3,26.743585776615724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2477,False,"{'a': 0.9, 'e': 0.08399483249061504}",20,10,19.968802108787422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.9, 'e': 0.083910879641545}",25,14,19.969742781804936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.9, 'e': 0.08382701070336164}",20,7,22.452069187843524,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2480,False,"{'a': 0.9, 'e': 0.08374322559219596}",20,16,7.073926075442706,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2481,False,"{'a': 0.9, 'e': 0.08365952422426286}",25,7,16.376811434919148,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2482,False,"{'a': 0.9, 'e': 0.0835759065158609}",30,1,36.61555995930425,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
2483,False,"{'a': 0.9, 'e': 0.08349237238337248}",20,14,8.967953999938494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.9, 'e': 0.08340892174326339}",20,0,28.84401085028651,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2485,False,"{'a': 0.9, 'e': 0.083325554512083}",35,16,-25.784412685509075,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
2486,False,"{'a': 0.9, 'e': 0.08324227060646401}",30,15,23.60951805689539,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2487,False,"{'a': 0.9, 'e': 0.08315906994312262}",20,11,4.272956057191956,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2488,False,"{'a': 0.9, 'e': 0.0830759524388581}",25,14,10.41951982519851,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.9, 'e': 0.08299291801055293}",20,0,28.728657811918715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2490,False,"{'a': 0.9, 'e': 0.08290996657517266}",25,15,17.46545559703857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.9, 'e': 0.08282709804976592}",20,6,22.531849013566976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.9, 'e': 0.08274431235146412}",25,13,18.079715307389634,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.9, 'e': 0.08266160939748157}",25,19,9.399581570425685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.9, 'e': 0.08257898910511527}",25,10,29.17183427645942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.9, 'e': 0.08249645139174498}",20,14,8.284005282050892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.9, 'e': 0.08241399617483297}",25,17,17.370611085063544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.9, 'e': 0.08233162337192401}",25,4,33.97566893707713,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.9, 'e': 0.08224933290064523}",20,0,7.8430588181856535,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2499,False,"{'a': 0.9, 'e': 0.08216712467870625}",25,13,-0.8104668179304053,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2500,False,"{'a': 0.9, 'e': 0.0820849986238988}",25,0,18.1450519635989,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
2501,False,"{'a': 0.9, 'e': 0.08200295465409681}",20,14,10.788995371363836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.9, 'e': 0.08192099268725626}",20,14,8.561794564284915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.9, 'e': 0.08183911264141527}",25,7,5.339093298770074,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2504,False,"{'a': 0.9, 'e': 0.08175731443469375}",30,21,12.604021985245163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.9, 'e': 0.08167559798529346}",25,14,21.593250884803997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.9, 'e': 0.08159396321149794}",30,23,10.682872191808608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2507,False,"{'a': 0.9, 'e': 0.08151241003167246}",20,14,12.006140610950128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2508,False,"{'a': 0.9, 'e': 0.08143093836426381}",20,13,12.104940802671306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2509,False,"{'a': 0.9, 'e': 0.0813495481278003}",35,20,-3.1370453550179773,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
2510,False,"{'a': 0.9, 'e': 0.08126823924089167}",20,9,9.430943454206584,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2511,False,"{'a': 0.9, 'e': 0.08118701162222909}",20,13,14.172232552352815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2512,False,"{'a': 0.9, 'e': 0.0811058651905849}",20,16,6.898104244364429,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2513,False,"{'a': 0.9, 'e': 0.08102479986481265}",25,13,21.593748806021164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2514,False,"{'a': 0.9, 'e': 0.08094381556384699}",20,0,31.856754554132852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2515,False,"{'a': 0.9, 'e': 0.08086291220670366}",25,10,24.933158574178425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2516,False,"{'a': 0.9, 'e': 0.08078208971247929}",20,3,-11.524844436975236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2517,False,"{'a': 0.9, 'e': 0.08070134800035135}",30,16,29.497148245952573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2518,False,"{'a': 0.9, 'e': 0.08062068698957811}",20,12,15.795026037317458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2519,False,"{'a': 0.9, 'e': 0.08054010659949862}",30,20,8.074418013554451,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2520,False,"{'a': 0.9, 'e': 0.08045960674953244}",25,17,-7.337785992203849,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
2521,False,"{'a': 0.9, 'e': 0.0803791873591797}",30,15,25.538618656614304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2522,False,"{'a': 0.9, 'e': 0.08029884834802099}",30,16,25.612494203281404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2523,False,"{'a': 0.9, 'e': 0.08021858963571736}",30,13,32.3699974628758,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2524,False,"{'a': 0.9, 'e': 0.08013841114201005}",35,21,25.522361731790046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2525,False,"{'a': 0.9, 'e': 0.08005831278672054}",25,18,12.531093611183952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2526,False,"{'a': 0.9, 'e': 0.07997829448975048}",25,12,2.049550655189078,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2527,False,"{'a': 0.9, 'e': 0.0798983561710816}",25,3,27.116359025683007,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2528,False,"{'a': 0.9, 'e': 0.07981849775077554}",30,16,25.174862486985223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.9, 'e': 0.0797387191489739}",20,11,16.20920302982718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.9, 'e': 0.07965902028589801}",20,13,16.114168472693276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.9, 'e': 0.07957940108184908}",35,21,23.287299769915187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2532,False,"{'a': 0.9, 'e': 0.07949986145720786}",20,6,21.932045623758498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2533,False,"{'a': 0.9, 'e': 0.07942040133243472}",20,0,32.15736810530028,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2534,False,"{'a': 0.9, 'e': 0.0793410206280695}",30,20,19.551861599244745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2535,False,"{'a': 0.9, 'e': 0.07926171926473155}",20,9,19.151492562022913,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2536,False,"{'a': 0.9, 'e': 0.07918249716311948}",20,13,12.52528304673719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2537,False,"{'a': 0.9, 'e': 0.07910335424401117}",30,11,11.932236291168163,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
2538,False,"{'a': 0.9, 'e': 0.07902429042826366}",20,7,26.09469749290663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2539,False,"{'a': 0.9, 'e': 0.07894530563681319}",25,8,29.326848876870706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2540,False,"{'a': 0.9, 'e': 0.07886639979067495}",25,11,-33.527159429337814,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
